Project,Title,Agreement Date,Start Date Planned,Start Date Actual,End Date Planned,End Date Actual,Year,Sector,Focus Area,Zone,State,LGA,Funding Source,Funding Agencies,Implementer,Project Cost (USD),Committed (USD),Disbursed (USD),Autocoder ADM2 Geonames Matches,Autocoder ADM1 Geonames Matches,Autocoder Country Geonames Match
NGA/000666,Planning Grant: Learning and Documenting Opportunities for Improved Quality and Utilization of MNCH Services in Nigeria,01/11/2013,01/11/2013,,31/05/2014,, Unplanned; 2013; 2014,Health,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Pact(Inc),"370,000","110,360","370,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000667,Accelerated: Nutrition trends and challenges: country experiences and policy lessons,23/10/2013,23/10/2013,,28/02/2014,, Unplanned; 2013; 2014,Agriculture,Agricultural resource Policy,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Food & Agriculture Organisation (FAO),"230,000","25,556","230,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000668,WFP Comprehensive Food Security and Vulnerability Analysis in 16 Sub-Saharan African Countries,01/11/2007,01/11/2007,,31/12/2014,, Unplanned; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014,Agriculture,Agricultural resource Policy,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,United Nations World Food Programme,"7,790,704","450,655","7,384,007",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000669,WFP Comprehensive Food Security and Vulnerability Analysis in 16 Sub-Saharan African Countries,01/11/2007,01/11/2007,,31/12/2014,, Unplanned; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014,Agriculture,Agricultural resource Policy,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,United Nations World Food Programme,"7,790,704","194,000","7,384,007",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000670,SCI's Partner in Action: Africa Urban Poverty Alleviation Program,01/04/2009,01/04/2009,,01/05/2013,, Unplanned; 2009; 2010; 2011; 2012; 2013,  Unspecified,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"7,810,829",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000671,SCI's Partner in Action: Africa Urban Poverty Alleviation Program,01/04/2009,01/04/2009,,01/05/2013,, Unplanned; 2009; 2010; 2011; 2012; 2013,  Unspecified,  Unspecified,  Unspecified,  Unspecified,  Unspecified,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"7,810,829",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000672,Development of flubendazole as a macrofilaricidal drug candidate for treatment of onchocerciasis Loa loa co-infections,15/04/2011,15/04/2011,,31/03/2014,, Unplanned; 2011; 2012; 2013; 2014,  Unspecified,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"5,787,659",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000673,IBP: Integrated Breeding Platform.  (aka MBP: Molecular Breeding Platform),07/07/2009,07/07/2009,,15/07/2014,, Unplanned; 2009; 2010; 2011; 2012; 2013; 2014,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"15,619,250",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000674,Home-grown School Feeding Programs,01/10/2009,01/10/2009,,30/09/2015,, Unplanned; 2009; 2010; 2011; 2012; 2013; 2014; 2015,Agriculture,Markets and Trade capacity,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"16,529,688",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000675,Home-grown School Feeding Programs,01/10/2009,01/10/2009,,30/09/2015,, Unplanned; 2009; 2010; 2011; 2012; 2013; 2014; 2015,Agriculture,Markets and Trade capacity,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"16,529,688",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000676,SPEAR: Seed Policy Enhancement in African Regions,21/05/2010,21/05/2010,,31/05/2013,, Unplanned; 2010; 2011; 2012; 2013,Agriculture,Agricultural resource Policy,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"1,459,460",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000677,SPEAR: Seed Policy Enhancement in African Regions,21/05/2010,21/05/2010,,31/05/2013,, Unplanned; 2010; 2011; 2012; 2013,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"1,459,460",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000678,SPEAR: Seed Policy Enhancement in African Regions,21/05/2010,21/05/2010,,31/05/2013,, Unplanned; 2010; 2011; 2012; 2013,  Unspecified,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"1,459,460",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000679,SPEAR: Seed Policy Enhancement in African Regions,21/05/2010,21/05/2010,,31/05/2013,, Unplanned; 2010; 2011; 2012; 2013,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"1,459,460",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000680,Measuring and Assessing the Impacts of the Diffusion of Improved Crop Varieties in Africa (DIIVA),09/11/2009,09/11/2009,,30/06/2013,, Unplanned; 2009; 2010; 2011; 2012; 2013,Agriculture,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"3,098,068",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000681,Measuring and Assessing the Impacts of the Diffusion of Improved Crop Varieties in Africa (DIIVA),09/11/2009,09/11/2009,,30/06/2013,, Unplanned; 2009; 2010; 2011; 2012; 2013,Agriculture,Agricultural resource Policy,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"3,098,068",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000682,"DTMA III: Drought Tolerant Maize for Africa, Phase III",17/11/2011,17/11/2011,,30/11/2015,, Unplanned; 2011; 2012; 2013; 2014; 2015,Agriculture,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"33,100,001",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000683,"DTMA III: Drought Tolerant Maize for Africa, Phase III",17/11/2011,17/11/2011,,30/11/2015,, Unplanned; 2011; 2012; 2013; 2014; 2015,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"33,100,001",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000684,TL I p2: Tropical Legumes I Phase 2,30/04/2010,30/04/2010,,31/05/2014,, Unplanned; 2010; 2011; 2012; 2013; 2014,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"8,968,135",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000685,STRASA Phase 2: Stress-Tolerant Rice for Africa and South Asia,19/03/2011,19/03/2011,,28/02/2014,, Unplanned; 2011; 2012; 2013; 2014,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"20,000,000",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000686,STRASA Phase 2: Stress-Tolerant Rice for Africa and South Asia,19/03/2011,19/03/2011,,28/02/2014,, Unplanned; 2011; 2012; 2013; 2014,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,"20,000,000",,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000687,HarvestPlus Challenge Program,,03/03/2010,03/03/2010,31/12/2012,31/12/2012,2010; 2011; 2012,Agriculture,Agricultural sector Productivity,North Central ; South Eastern; South Western; South South,Abia; Akwa Ibom; Anambra; Benue; Cross River; Edo; Ekiti; Imo; Kogi; Kwara; Ogun; Ondo; Osun; Oyo; Rivers,  Unspecified,Canada,Canada,CGIAR,"1,096,000","1,096,000","1,096,000",,"'Abia State', '2565340'; 'Akwa Ibom State', '2350813'; 'Anambra State', '2349961'; 'Benue State', '2347266'; 'Cross River State', '2345891'; 'Edo', '2565343'; 'Ekiti State', '2595346'; 'Imo State', '2337542'; 'Kogi State', '2597364'; 'Kwara State', '2332785'; 'Ogun State', '2327546'; 'Ondo State', '2326168'; 'Osun State', '2597365'; 'Oyo State', '2325190'; 'Rivers State', '2324433'","'Federal Republic of Nigeria', '2328926'"
NGA/000688,Accelerating the Reduction of Maternal and Newborn Mortality,,21/03/2011,21/03/2011,31/07/2015,31/07/2015,2011,  Unspecified,  Unspecified,  Unspecified,  Unspecified,  Unspecified,Canada,Canada, Unspecified,,,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000689,DEVELOPING EFFECTIVE PRIVATE EDUCATION- NIGERIA ( DEEPEN),01/06/2012,12/08/2013,21/08/2013,31/07/2018,31/10/2018,2013; 2014; 2015; 2016; 2017; 2018,Education,  Unspecified,South Western,Lagos,  Unspecified,United Kingdom (DFID),United Kingdom (DFID), Unspecified,"15,886,517",,,,"'Lagos State', '2332453'","'Federal Republic of Nigeria', '2328926'"
NGA/000690,Strengthening of Mathematics & Science Education (SMASE Phase II),06/10/2009,06/04/2010,06/04/2010,14/02/2014,14/02/2014, Unplanned; 2010; 2011; 2012; 2013; 2014,  Unspecified,  Unspecified,  Unspecified,  Unspecified,  Unspecified,Japan,JICA - Japan International Cooperation Agency,Kaduna State Universal Basic Education Board,"4,581,814","4,581,814","4,581,814",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000691,"Additional Classroom Construction (Phase I) Kaduna, Niger and Plateau States",07/06/2004,11/04/2005,11/04/2005,14/10/2008,14/10/2008,2005; 2006; 2007; 2008,  Unspecified,  Unspecified,  Unspecified,  Unspecified,  Unspecified,Japan,JICA - Japan International Cooperation Agency,Kaduna State Universal Basic Education Board,"13,897,328","13,897,327","13,897,327",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000692,Additional Classroom Construction (Phase II) Kano State,15/07/2009,05/04/2010,05/04/2010,12/11/2012,12/11/2012, Unplanned; 2010; 2011; 2012,  Unspecified,  Unspecified,North Western,Kano,  Unspecified,Japan,JICA - Japan International Cooperation Agency,Kano State Universal Basic Education Board,"9,551,775","9,551,775","9,551,775",,"'Kano State', '2335196'","'Federal Republic of Nigeria', '2328926'"
NGA/000693,Development Planning on One Local Government One Product Programme for Revitalizing the Rural Economy in the Federal Republic of Nigeria,06/04/2009,12/04/2010,12/04/2010,10/12/2012,10/12/2012,2010; 2011; 2012,Trade and Investment,  Unspecified,North Western; North Central ,Kano; Niger,  Unspecified,Japan,JICA - Japan International Cooperation Agency,Niger State Min of Trade and Investment,"2,303,565","2,303,564","2,303,564",,"'Kano State', '2335196'; 'Niger State', '2328925'","'Federal Republic of Nigeria', '2328926'"
NGA/000694,Capacity development of Rural Water Supply & Sanitation Centre at National Water Resource Institute (NWRI) Kaduna,12/03/2012,14/05/2012,14/05/2012,10/02/2014,10/02/2014,2012,Water Sanitation and Hygiene,  Unspecified,North Western,Kaduna,  Unspecified,Japan,JICA - Japan International Cooperation Agency, Unspecified,,,,,"'Kaduna State', '2335722'","'Federal Republic of Nigeria', '2328926'"
NGA/000695,EMERGENCY WASH RESPONSE,15/01/2013,15/01/2013,15/06/2013,15/03/2013,20/12/2013,2013, Unallocated; Water Sanitation and Hygiene,  Unspecified;  Unallocated,North Central ; South South,Delta; Kogi,IsokoSou; Bassa,Oxfam,Oxfam,Oxfam,"861,078",,,"'Bassa', '7729967'; 'Bassa', '8634516'","'Delta State', '2565341'; 'Kogi State', '2597364'","'Federal Republic of Nigeria', '2328926'"
NGA/000696,Child Development Grant (CDG) Programme,,01/11/2011,12/12/2012,30/09/2018,30/12/2018,2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018,Child Protection,  Unspecified,North Western,Jigawa; Zamfara,  Unspecified,United Kingdom (DFID),United Kingdom (DFID),Save the Children Fund UK,"108,899,791",,,,"'Jigawa State', '2565345'; 'Zamfara State', '2595349'","'Federal Republic of Nigeria', '2328926'"
NGA/000697,Voices for Change: Empowering Women and Adolescent Girls,,03/03/2011,09/09/2011,01/09/2017,01/12/2017,2011; 2012; 2013; 2014; 2015; 2016; 2017,"Women's Empowerment; Social Policy, Advocacy and Communication",  Unspecified,North Western; South Western,Kaduna; Kano; Lagos,  Unspecified,United Kingdom (DFID),United Kingdom (DFID),GRM international,"71,439,169","53,535,255","6,712,654",,"'Kaduna State', '2335722'; 'Kano State', '2335196'; 'Lagos State', '2332453'","'Federal Republic of Nigeria', '2328926'"
NGA/000698,Review and Update of Nigeria National Water Resources Master Plan,01/03/2012,01/04/2012,01/04/2012,28/02/2014,28/02/2014,2012; 2013; 2014,Water Sanitation and Hygiene,  Unspecified,Nationwide,,,Japan,JICA - Japan International Cooperation Agency,Fed. Ministry of Water Resources,"4,303,362","4,303,362","4,303,362",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000699,Capacity Development of Rural Water Supply and Sanitation Center at National Water Research Institute  (NWRI) Kaduna,01/03/2010,01/04/2010,01/04/2010,31/12/2014,31/12/2014,2010; 2011; 2012; 2013; 2014,Water Sanitation and Hygiene,  Unspecified,Nationwide,,,Japan,JICA - Japan International Cooperation Agency,Fed. Ministry of Water Resources,"4,725,260","4,725,260","4,725,260",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000700,Oxfam Novib Livelihood and Governance Programme,08/10/2009,08/10/2009,12/10/2009,05/09/2014,13/09/2014, Unplanned; 2009; 2010; 2011; 2012; 2013; 2014,  Unspecified,  Unspecified,South South,Bayelsa; Delta,Southern Ijaw; Yenegoa; IsokoSou; Warri North,Oxfam,Oxfam,Oxfam,"450,000",,,"'Southern Ijaw', '8638072'; 'Yenegoa', '8638087'; 'Warri North', '7729942'; 'Warri South', '7729943'","'Bayelsa State', '2595344'; 'Delta State', '2565341'","'Federal Republic of Nigeria', '2328926'"
NGA/000701,Development Planning on One Local Government One Product Programme for Revitalizing the Rural Economy in the Federal Republic of Nigeria,01/03/2010,04/04/2010,04/04/2010,31/03/2012,31/03/2012,2010; 2011; 2012,Trade and Investment,  Unspecified,North Western; North Central ,Kano; Niger,  Unspecified,Japan,JICA - Japan International Cooperation Agency,Niger State Min of Trade and Investment,"2,303,565","2,303,564","2,303,564",,"'Kano State', '2335196'; 'Niger State', '2328925'","'Federal Republic of Nigeria', '2328926'"
NGA/000702,Rice Post-Harvest Processing and Marketing Pilot Project (Nasarawa and Niger States),05/03/2010,04/04/2011,04/04/2011,28/02/2015,28/02/2015,2011; 2012; 2013; 2014; 2015,Agriculture;  Unallocated,  Unspecified;  Unallocated, Unallocated; North Central , Unallocated; Nasarawa; Niger,  Unspecified;  Unallocated,Japan,JICA - Japan International Cooperation Agency,Fed. Ministry of Agriculture,"3,098,975","3,098,977","3,098,977",,"'Nasarawa State', '2595348'; 'Niger State', '2328925'","'Federal Republic of Nigeria', '2328926'"
NGA/000703,Integrated Grassroots Project,01/05/2010,01/05/2010,01/05/2010,31/12/2012,31/12/2012, Unplanned; 2010; 2011; 2012,  Unspecified,  Unspecified, Unallocated; South South, Unallocated; Akwa Ibom; Delta, Unallocated; Abak; Eket; Mkpat Enin; Ukanafun; Uyo; Udu; Warri South,Oxfam,Oxfam,Oxfam,"200,000",,,"'Abak', '8638458'; 'Eket', '8638472'; 'Mkpat Enin', '7701382'; 'Ukanafun', '8638459'; 'Uyo', '8638455'; 'Udu', '7729936'; 'Warri South', '7729943'; 'Warri North', '7729942'","'Akwa Ibom State', '2350813'; 'Delta State', '2565341'","'Federal Republic of Nigeria', '2328926'"
NGA/000704,WEMAN PROJECT,01/11/2011,01/11/2011,01/11/2011,30/09/2014,30/09/2014, Unplanned; 2011; 2012; 2013; 2014,  Unspecified,  Unspecified, Unallocated; South Western, Unallocated; Osun, Unallocated; Atakumosa East,Oxfam,Oxfam,Oxfam,"149,526",,,"'Atakunmosa East', '7730030'","'Osun State', '2597365'","'Federal Republic of Nigeria', '2328926'"
NGA/000705,Gender Action Learning System (GALS),15/04/2012,15/04/2012,15/04/2012,15/04/2015,15/04/2015, Unplanned; 2012; 2013; 2014; 2015,  Unspecified,  Unspecified, Unallocated; North Central , Unallocated; Nasarawa, Unallocated; Lafia,Oxfam,Oxfam, Unspecified,"126,603",,,"'Lafia', '7932056'","'Nasarawa State', '2595348'","'Federal Republic of Nigeria', '2328926'"
NGA/000706,Improve livelihood for small- scale farmers,10/04/2013,10/04/2013,10/04/2013,25/04/2014,25/04/2014, Unplanned; 2013; 2014,  Unspecified,  Unspecified, Unallocated; North Western; South Eastern; South Western, Unallocated; Ebonyi; Kaduna; Ondo, Unallocated; Ohaozara; Kubau; Idanre,Oxfam,Oxfam,Oxfam,"15,965,500",,,"'Ohaozara', '8659717'; 'Kuban', '8634565'; 'Idanre', '7873876'","'Ebonyi State', '2595345'; 'Kaduna State', '2335722'; 'Ondo State', '2326168'","'Federal Republic of Nigeria', '2328926'"
NGA/000707,Gender Action Learning System (GALS),15/04/2012,15/04/2012,15/04/2012,15/04/2015,15/04/2015, Unplanned; 2012; 2013; 2014; 2015,  Unspecified,  Unspecified, Unallocated; North Central , Unallocated; Nasarawa, Unallocated; Lafia,Oxfam,Oxfam,Oxfam,"126,603",,,"'Lafia', '7932056'","'Nasarawa State', '2595348'","'Federal Republic of Nigeria', '2328926'"
NGA/000708,Sustainable coca in Osun and Ondo States (kokodola project),01/01/2012,01/01/2012,01/01/2012,31/12/2015,31/12/2015, Unplanned; 2012; 2013; 2014; 2015,  Unspecified,  Unspecified, Unallocated; South Western, Unallocated; Ondo; Osun, Unallocated; Ondo East; Atakumosa East; Atakumosa West; Ayedaade; Ife East; Ife North; Irewole; Isokan,Oxfam,Oxfam,Oxfam,"298,000",,,"'Ondo East', '8636751'; 'Atakunmosa East', '7730030'; 'Atakunmosa West', '7730042'; 'Aiyedade', '8636369'; 'Ife East', '7701471'; 'Ife North', '8636377'; 'Irewole', '7701477'; 'Isokan', '7701478'","'Ondo State', '2326168'; 'Osun State', '2597365'","'Federal Republic of Nigeria', '2328926'"
NGA/000709,Grow Campaign,01/07/2013,01/07/2013,01/07/2013,30/06/2014,30/06/2014, Unplanned; 2013; 2014,  Unspecified,  Unspecified, Unallocated; North Central ; South Western," Unallocated; Benue; Federal Capital Territory, Abuja; Lagos; Ogun; Plateau", Unallocated; Buruku; Bwari; Ifako/Ijaye; IjebuOde; Bassa,Oxfam,Oxfam,Oxfam,"10,000,000",,,"'Buruku Local Government Area', '9485483'; 'Burutu', '8638005'; 'Bwari', '7871247'; 'Ifako/Ijaye', '7910346'; 'Ifako-Ijaiye Local Government Area', '9485475'; 'Ijebu Ode', '7871321'; 'Bassa', '7729967'; 'Bassa', '8634516'","'Benue State', '2347266'; 'Lagos State', '2332453'; 'Ogun State', '2327546'; 'Plateau State', '2324828'","'Federal Republic of Nigeria', '2328926'"
