Projet,Titre du projet,Descriptif,Année,Date d'Approbation Prévue,Date de Début Prévue,Date de Fin Prévue,Date d'Approbation Effective,Date de Début Effective,Date de Fin Effective,Agence de financement,Source de Financement,Agence d'Exécution (1er Niveau),Coût du Projet (USD),Engagement de GdB (USD),Décaissement du GdB (USD),Région,Province,Commune,A l’Echelle National,Secteur,Sous-Secteur,ADM2 Geonames Matches,ADM1 Geonames Matches,Country Geonames Match
BDI/000917,Integrated Health Project-MCH,Amélioration de la santé maternelle et infantile,Imprévu; 2013; 2014; 2015; 2016,2013-01-12,2013-01-12,2018-12-31,2013-01-12,2013-01-12,,Etats Unis d'Amérique,États Unis d'Amérique,FHI,"6,000,000",,,Centre-Est; Nord,Kayanza; Muyinga; Kirundo; Karuzi,Non spécifié,Non,SANTE,"Santé, général",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Kirundo Province', 432455; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000918,President Emergency Program forAIDS Relief (Integrated Health Project),Lutte contre le SIDA,Imprévu; 2013; 2014; 2015; 2016,2013-01-12,2013-01-12,2018-12-31,2013-01-12,2013-01-12,,Etats Unis d'Amérique,États Unis d'Amérique,FHI,"25,700,000",,,Centre-Est; Nord,Kayanza; Muyinga; Kirundo; Karuzi,Non spécifié,Non,SANTE,Lutte contre les maladies infectieuses,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Kirundo Province', 432455; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000919,Promotion de l'égalité des sexes des peuples autochtones Batwa du Burundi pour la participation des femmes autochtones dans des organes de prise de décision au niveau local,Leadership et participation des femmes Batwa,Imprévu; 2013,2013-01-01,2013-01-01,2014-12-31,2013-01-01,2013-01-01,,ONUFEMMES,Nations Unies,UNIPROBA,"200,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Organisations et institutions pour l’égalité des femmes,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000920,Projet d'Appui à la décentralisation dans la province de Muyinga - phase de consolidation,,Imprévu; 2011; 2012,2011-01-01,2011-01-01,2014-12-31,2011-01-04,2011-01-01,2014-12-31,Belgique,Belgique,IRC,"1,092,586",,,Nord,Muyinga,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,"Gouvernement et société civile, général",,"'Muyinga Province', 431747","'Republic of Burundi', 433561"
BDI/000921,TRANSPORT DE MATERIEL MEDICAL A DESTINATION DE BUJUMBURA AU BURUNDI,,Imprévu; 2011; 2012,2011-12-28,2012-12-28,2013-03-01,2011-12-28,2012-12-26,2013-03-01,Belgique,Belgique,Direction Général du Development et de la Cooperation (DGDC),"46,523",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Services médicaux,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000922,Expertise coordination secteur santé,,Imprévu; 2012,2012-07-08,2012-07-08,2012-12-31,,2012-07-08,2012-12-31,Belgique,Belgique,Direction Général du Development et de la Cooperation (DGDC),"31,270",,,Ouest,Bujumbura Rural; Mairie de Bujumbura,Non spécifié,Non,SANTE,Politique de la santé et gestion administrative,,"'Bujumbura Rural Province', 7303940","'Republic of Burundi', 433561"
BDI/000923,"Soins mentales aux personnes ayant besoin de soin psychosociaux, psychiatriques ou de traitements contre la toximanie dans la Région des Grands Lacs",,Imprévu; 2011; 2012; 2013,2011-01-01,2011-01-01,2013-12-31,2011-01-01,2011-01-01,2013-12-31,Belgique,Belgique,CARAES,"516,338",,,Ouest; Centre-Est,Mairie de Bujumbura; Gitega,Non spécifié,Non,Non spécifié,Non spécifié,,"'Gitega Province', 426271","'Republic of Burundi', 433561"
BDI/000924,Renforcement des capacités des partenaires opérationnels,,Imprévu; 2011; 2012; 2013,2011-01-01,2011-01-01,2013-12-31,2011-01-01,2011-01-01,2013-12-31,Belgique,Belgique,DON BOSCO,"19,593",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,"Dispositifs civils de construction de la paix, et de prévention et de règlement des conflits",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000925,UNV - UNDP - spécialiste chargé de la communication,,Imprévu; 2012; 2013,2012-01-18,2012-01-18,2013-12-31,2012-01-18,2012-01-18,2013-12-31,Belgique,Belgique,Programme des Nations Unies pour le Développement,"104,849",,,Ouest,Mairie de Bujumbura,Non spécifié,Non,Non spécifié,Non spécifié,,,"'Republic of Burundi', 433561"
BDI/000926,Soutenir les programmes de réhabilitation et de rétablissement dans les centres pour personnes physiquement et / ou mentalement handicapées dans les pays du Grands Lacs où MSV est actif.,,Imprévu; 2011; 2012; 2013,2011-01-01,2011-01-01,2013-12-31,2011-01-01,2011-01-01,2013-12-31,Belgique,Belgique,MSV,"61,484",,,Ouest,Mairie de Bujumbura,Non spécifié,Non,AIDE HUMANITAIRE,Reconstruction et réhabilitation,,,"'Republic of Burundi', 433561"
BDI/000927,Appui à la justice et au renforcement de l'état de droit,,Imprévu; 2010; 2012; 2013,2010-05-02,2010-05-02,2013-04-02,,,,Belgique,Belgique,Coopération Technique Belge,"2,769,699",,,Sud; Ouest,Bubanza; Mwaro; Muramvya; Cibitoke,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,"Prévention et règlement des conflits, paix et sécurité",,"'Bubanza Province', 428514; 'Province de Mwaro', 434386; 'Muramvya Province', 425550; 'Cibitoke Province', 430020","'Republic of Burundi', 433561"
BDI/000928,Les bénéficiaires améliorent leurs revenus grâce à une exploitation durable des ressources de leur terroir,,Imprévu; 2011; 2012; 2013,2011-01-01,2011-01-01,2014-12-31,2011-01-01,2011-01-01,2014-12-31,Belgique,Belgique,Service Laïque de Coopération au Développement - SLCD,"273,261",,,Ouest,Bujumbura Rural,Non spécifié,Non,AGRICULTURE,Développement agricole,,"'Bujumbura Rural Province', 7303940","'Republic of Burundi', 433561"
BDI/000929,Appui aux femmes de l'arrière cour ou l'histoire de la fistule au Burundi,,Imprévu; 2010; 2012,2010-01-09,2010-01-09,2012-08-31,,,,Belgique,Belgique,Handicap International Belgique,"34,373",,,Centre-Est,Ruyigi,Non spécifié,Non,SANTE,"Santé, général",,"'Ruyigi Province', 426699","'Republic of Burundi', 433561"
BDI/000930,Décentralisation Kayanza,,Imprévu; 2012,2012-06-09,2012-06-09,2015-05-09,,,,Belgique,Belgique,Belgique,"1,405,680",,,Nord,Kayanza,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,Administration gouvernementale,,"'Kayanza Province', 430951","'Republic of Burundi', 433561"
BDI/000931,Programme FBSA Burundi,,Imprévu; 2012; 2013; 2014; 2015,2012-01-01,2012-01-01,2018-12-31,2012-01-01,2012-01-01,2018-12-31,Belgique,Belgique,CARITAS Belgique,"17,718,815",,,Centre-Est,Cankuzo; Ruyigi,Non spécifié,Non,AGRICULTURE,Production agricole,,"'Cankuzo Province', 427700; 'Ruyigi Province', 426699","'Republic of Burundi', 433561"
BDI/000932,Renforcer au Burundi les districts sanitaires de la province de Muyinga,,Imprévu; 2011; 2012; 2014,2011-01-01,2011-01-01,2013-12-31,2011-01-01,2011-01-01,2013-12-31,Belgique,Belgique,MEMISA,"333,235",,,Nord,Muyinga,Non spécifié,Non,SANTE,Santé de base,,"'Muyinga Province', 431747","'Republic of Burundi', 433561"
BDI/000933,Appui à la lutte contre le SIDA au Burundi,,Imprévu; 2011; 2012; 2013,2011-01-01,2011-01-01,2013-12-31,2011-01-01,2011-01-01,2013-12-31,Belgique,Belgique,SOLPROT,"1,336,075",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Politique de la santé et gestion administrative,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000934,"Consolidation et extension dans la province de KIRUNDO de la composante ""Appui au processus décentralisation du programme GUTWARA NEZA""",,Imprévu; 2012; 2013,2012-10-16,2012-10-16,2014-10-15,,,,Belgique,Belgique,Belgique,"5,187,395",,,Nord,Kirundo,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,"Gouvernement et société civile, général",,"'Kirundo Province', 432455","'Republic of Burundi', 433561"
BDI/000935,Soins de santé primaire de qualité à la population vulnérable de Gitega,,Imprévu; 2011; 2012; 2013; 2014,2011-01-01,2012-12-31,2014-04-30,,,,Belgique,Belgique,SOS Kinderdorf International,"51,340",,,Centre-Est,Gitega,Non spécifié,Non,SANTE,Santé de base,,"'Gitega Province', 426271","'Republic of Burundi', 433561"
BDI/000936,"Réinsertion socio-économique des rapatriés, des expulsés et des personnes sinistrées dans les communes de Rumonge (Bururi) et Kayagoro (Makamaba), Burundi",,Imprévu; 2013; 2014,2013-01-03,2013-01-03,2014-08-31,2013-01-03,2013-01-03,2014-08-31,Belgique,Belgique,Rode Kruis-Vlaanderen Internationaal - RKVI,"1,230,889",,,Sud,Bururi; Makamba,Non spécifié,Non,AIDE HUMANITAIRE,Aide à la reconstruction et réhabilitation,,"'Bururi Province', 423327; 'Makamba Province', 422233","'Republic of Burundi', 433561"
BDI/000937,Amélioration de l'accès à la justice des populations vulnérables au Burundi,,Imprévu; 2013; 2014,2013-01-01,2013-01-01,2014-12-31,2013-01-01,2013-01-01,2014-12-31,Belgique,Belgique,Advocaten zonder grenzen,"1,107,197",,,Ouest; Centre-Est; Nord,Ngozi; Mairie de Bujumbura; Gitega,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,Droits de la personne,,"'Ngozi Province', 430567; 'Gitega Province', 426271","'Republic of Burundi', 433561"
BDI/000938,Soins mère et enfant à Rwibaga et de Muramvya,,Imprévu; 2013; 2014,2013-01-01,2013-01-01,2014-12-31,2013-01-01,2013-01-01,2014-12-31,Belgique,Belgique,IMC,"192,613",,,Ouest,Muramvya,Non spécifié,Non,SANTE,Services médicaux,,"'Muramvya Province', 425550","'Republic of Burundi', 433561"
BDI/000939,Stratégie nationale d’aide légale,,Imprévu; 2013,2013-01-01,2013-01-01,2014-12-31,2013-01-01,2013-01-01,2014-12-31,Belgique,Belgique,Caritas International,"580,281",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Développement des services légaux et judiciaires,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000940,Développement intégré de Kansega - Phase 2,,Imprévu; 2013; 2014,2013-01-01,2013-01-01,2014-12-31,2013-01-01,2013-01-01,2014-12-31,Belgique,Belgique,CARITAS Belgique,"420,705",,,Ouest,Bubanza,Non spécifié,Non,AGRICULTURE,Développement agricole,,"'Bubanza Province', 428514","'Republic of Burundi', 433561"
BDI/000943,Projet de lutte contre l'insécurité alimentaire et la nutrition(LIAM),,Imprévu; 2009; 2012; 2013,2009-01-07,2009-01-07,2013-12-31,,,,Belgique,Belgique,LOUVAIN DEVELOPMENT,"3,745,719",,,Nord,Kayanza; Muyinga; Ngozi; Kirundo,Non spécifié,Non,AGRICULTURE,Production agricole,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Kirundo Province', 432455","'Republic of Burundi', 433561"
BDI/000944,Prévention de conflit et la réponse au Gender Based Violence,,Imprévu; 2010; 2012,2010-12-16,2010-12-16,2012-12-31,,,,Belgique,Belgique,IRC,"372,316",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Administration gouvernementale,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000945,Développer la Citoyenneté responsable - Les étudiants du secondaire au service de la paix,,Imprévu; 2010; 2011; 2012,2010-02-07,2010-02-07,2012-08-31,2010-02-07,2010-02-07,2012-08-31,Belgique,Belgique,CISV,"861,594",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,"Dispositifs civils de construction de la paix, et de prévention et de règlement des conflits",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000946,UNV intern - UNDP - Programme Analyst,,Imprévu; 2012; 2013,2012-12-02,2012-12-02,2013-11-02,2012-12-02,2012-12-02,2013-11-02,Belgique,Belgique,Programme des Nations Unies pour le Développement,"44,771",,,Ouest,Mairie de Bujumbura,Non spécifié,Non,NON AFFECTE/ NON SPECIFIE,Secteur non spécifié,,,"'Republic of Burundi', 433561"
BDI/000947,Respect des droits fondamentaux des orphelins et enfants vulnérables à Gitega et Cibitoke,,Imprévu; 2013; 2014,2013-01-01,2013-01-01,2014-12-31,2013-01-01,2013-01-01,2014-12-31,Belgique,Belgique,SOS Kinderdorf International,"408,217",,,Ouest; Centre-Est,Gitega; Cibitoke,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,Droits de la personne,,"'Gitega Province', 426271; 'Cibitoke Province', 430020","'Republic of Burundi', 433561"
BDI/000948,Les paysans producteurs sont capables de produire durablement et de mettre en marché des fruits frais ou transformés qui répondent aux besoins des consommateurs,,Imprévu; 2012; 2013; 2014,2012-06-15,2012-06-15,2014-06-14,2012-06-15,2012-06-15,2014-06-14,Belgique,Belgique,CARITAS Belgique,"570,718",,,Sud; Ouest,Bururi; Cibitoke,Non spécifié,Non,AGRICULTURE,Développement agricole,,"'Bururi Province', 423327; 'Cibitoke Province', 430020","'Republic of Burundi', 433561"
BDI/000949,Infrastructures de santé,,Imprévu; 2014; 2015; 2016,2014-01-04,2015-01-01,2016-12-31,,2015-01-01,2016-12-31,Belgique,Belgique,Coopération Technique Belge,"3,500,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Infrastructure pour la santé de base,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000950,Consolidation du secteur de la justice,,Imprévu; 2014; 2015; 2016,2014-10-09,2015-01-01,2017-12-31,,,,Belgique,Belgique,Coopération Technique Belge,"3,000,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Administration gouvernementale,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000951,Pavage Bujumbura Phase 3,,Imprévu; 2013; 2014; 2015,2013-10-09,2014-01-01,2017-12-31,2013-10-09,,,Belgique,Belgique,Coopération Technique Belge,"3,852,575",,,Ouest,Mairie de Bujumbura,Non spécifié,Non,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,Politique de l’emploi et gestion administrative,,,"'Republic of Burundi', 433561"
BDI/000952,Fonds Commun de l'Education II (FCE II),,Imprévu; 2013; 2014; 2015; 2016,2013-07-06,2013-07-06,2017-06-06,2013-07-06,2013-07-06,2017-06-06,Belgique,Belgique,Coopération Technique Belge,"11,300,886",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,EDUCATION,Enseignement primaire; Enseignement secondaire,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
